name,path,dataset_name,patch_size,stride,pretrain_dataset,normalization,percent,ft_strategy,head,train_embedding,test_embedding,n_neighbors,exp_no,accuracy
UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,UCI,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/test_projections_after_training.npy,3,2,0.5739130434782609
UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,UCI,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/test_projections_after_training.npy,5,2,0.5797101449275363
UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,UCI,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,2,0,0.5333333333333333
UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,UCI,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,3,0,0.5797101449275363
UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,UCI,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,5,0,0.5608695652173913
UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,UCI,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/test_projections_after_training.npy,2,1,0.5362318840579711
UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,UCI,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/test_projections_after_training.npy,3,1,0.6159420289855072
UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,UCI,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/test_projections_after_training.npy,5,1,0.6101449275362318
UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,UCI,8,8,A,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/test_projections_after_training.npy,2,2,0.8884057971014493
UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,UCI,8,8,A,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/test_projections_after_training.npy,3,2,0.8927536231884058
UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,UCI,8,8,A,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/test_projections_after_training.npy,5,2,0.8985507246376812
UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,UCI,8,8,A,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,2,0,0.8956521739130435
UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,UCI,8,8,A,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,3,0,0.9014492753623189
UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,UCI,8,8,A,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,5,0,0.8985507246376812
UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,UCI,8,8,A,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/test_projections_after_training.npy,2,1,0.8695652173913043
UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,UCI,8,8,A,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/test_projections_after_training.npy,3,1,0.8695652173913043
UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac,UCI,8,8,A,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/UCI_patch-8_stride-8_aLLM4TS-A_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_UCI_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/test_projections_after_training.npy,5,1,0.8666666666666667
WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,WISDM,8,8,AD,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/test_projections_after_training.npy,2,1,0.8014592933947773
WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,WISDM,8,8,AD,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/test_projections_after_training.npy,3,1,0.8210445468509985
WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,WISDM,8,8,AD,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_1/test_projections_after_training.npy,5,1,0.8245007680491552
WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,WISDM,8,8,AD,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/test_projections_after_training.npy,2,2,0.8018433179723502
WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,WISDM,8,8,AD,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/test_projections_after_training.npy,3,2,0.8175883256528418
WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,WISDM,8,8,AD,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl60_pl0_llml6_lr0.002_bs128_percent100_exp_2/test_projections_after_training.npy,5,2,0.8245007680491552
WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,WISDM,8,8,AD,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,2,0,0.7903225806451613
WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,WISDM,8,8,AD,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,3,0,0.8172043010752689
WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac,WISDM,8,8,AD,yes,100,0,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/WISDM_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-0_head-hiaac/LLM4TS_cls_WISDM_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,5,0,0.8175883256528418
KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,KuHar,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_KuHar_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_KuHar_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,2,0,0.4305555555555556
KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,KuHar,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_KuHar_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_KuHar_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,3,0,0.4166666666666667
KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac,KuHar,8,8,AD,yes,100,2,hiaac,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_KuHar_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/train_projections_after_training.npy,/workspaces/HIAAC-KR-Dev-Container/workspace/aLLM4TS/checkpoints/classification/KuHar_patch-8_stride-8_aLLM4TS-AD_norm-yes_percent-100_freeze-2_head-hiaac/LLM4TS_cls_KuHar_sl720_pl720_llml6_lr0.002_bs128_percent100_exp_0/test_projections_after_training.npy,5,0,0.4375
